flight_id,flight_date,airline,flight_number,origin_airport,destination_airport,delay_in_minutes,cancelled,cancel_reason
1298,2015-07-23,NK,311,ACY,MCO,357,0,
1299,2015-10-31,OO,2593,RDM,LAX,439,0,
1300,2015-06-23,OO,4654,HLN,SLC,462,0,
1301,2015-10-11,OO,4795,OKC,SLC,953,1,Security
1302,2015-02-10,OO,5470,SFO,SMF,513,0,
1303,2015-11-23,OO,6307,MSP,SFO,396,0,
1304,2015-06-16,OO,6344,DFW,SFO,131,1,Airline/Carrier
1305,2015-10-24,OO,6537,SLC,DEN,817,0,
1306,2015-08-16,OO,7376,BTM,SLC,897,0,
1307,2015-01-22,B6,461,LGA,PBI,988,1,Airline/Carrier
1308,2015-12-11,DL,2359,CVG,RSW,161,0,
1309,2015-03-04,NK,163,DFW,ATL,283,0,
1310,2015-05-25,OO,4975,STL,SFO,888,1,Airline/Carrier
1311,2015-10-19,UA,1690,BOS,DEN,586,0,
1312,2015-01-20,UA,1128,FLL,DEN,292,0,
1313,2015-05-05,UA,1524,ORD,IAH,509,0,
1314,2015-05-03,NK,478,FLL,ORD,609,0,
1315,2015-04-26,UA,245,CMH,ORD,78,0,
1316,2015-06-24,UA,328,MIA,DEN,515,0,
1317,2015-09-22,US,761,LAX,CLT,387,0,
1318,2015-05-30,US,1737,TPA,MIA,643,0,
1319,2015-03-24,US,1923,MEM,CLT,547,0,
1320,2015-11-23,US,2055,PHL,MIA,501,0,
1321,2015-05-09,UA,1003,CLE,MCO,37,0,
1322,2015-10-10,WN,931,ATL,MDW,343,1,Weather
1323,2015-06-19,WN,697,ELP,AUS,181,0,
1324,2015-02-24,WN,3661,EWR,MDW,938,0,
1325,2015-05-31,WN,865,ISP,MCO,336,0,
1326,2015-02-17,WN,439,MCI,BWI,231,0,
1327,2015-01-06,WN,4966,MCI,MSY,254,0,
1328,2015-06-06,WN,203,MCO,BNA,834,0,
1329,2015-06-21,WN,1646,SEA,SAN,410,0,
1330,2015-10-28,WN,521,SJC,LAS,833,0,
1331,2015-05-22,WN,2279,SLC,PHX,182,0,
1332,2015-12-13,WN,1974,HOU,PHX,735,0,
1333,2015-07-16,UA,1741,LAX,IAD,161,0,
1334,2015-06-19,AA,83,MCO,DFW,743,0,
1335,2015-02-02,AA,183,LAS,LAX,647,0,
1336,2015-06-23,AA,1320,DFW,BDL,658,1,Security
1337,2015-06-11,AA,1423,PBI,DFW,864,0,
1338,2015-03-01,AA,2250,SLC,DFW,417,1,Weather
1339,2015-08-25,AS,65,SEA,KTN,731,0,
1340,2015-09-14,AS,73,JNU,ANC,832,0,
1341,2015-04-19,AS,676,SEA,DEN,864,0,
1342,2015-02-05,B6,350,TPA,DCA,428,0,
1343,2015-03-25,B6,51,BOS,MCO,734,1,Security
1344,2015-03-26,DL,1073,MSP,PDX,363,0,
1345,2015-09-06,DL,1164,LAX,SLC,691,0,
1346,2015-01-09,AA,1447,RSW,DFW,7,1,Security
1347,2015-10-01,DL,1804,DTW,FLL,413,0,
1348,2015-09-18,EV,2567,SHV,DFW,71,0,
1349,2015-05-31,EV,4250,IAH,IND,273,0,
1350,2015-01-18,MQ,2947,DFW,LIT,851,1,Airline/Carrier
1351,2015-09-29,OO,2607,LAX,SMF,390,0,
1352,2015-11-16,HA,115,OGG,HNL,145,0,
1353,2015-01-09,UA,1293,FLL,EWR,768,1,Airline/Carrier
1354,2015-01-26,B6,221,BOS,PBI,208,0,
1355,2015-04-19,EV,4183,CLE,IAH,791,1,Security
1356,2015-10-15,UA,1001,ORD,EWR,810,0,
1357,2015-11-18,F9,787,DEN,PDX,96,0,
1358,2015-11-11,WN,3563,BDL,RSW,646,0,
1359,2015-09-07,WN,1370,IND,BWI,203,0,
1360,2015-06-07,WN,883,LAS,DAL,77,0,
1361,2015-10-03,WN,1126,LAS,SAT,142,0,
1362,2015-07-22,WN,27,LAX,DAL,812,0,
1363,2015-11-23,WN,905,MCO,DAL,602,0,
1364,2015-11-03,WN,1144,MCO,STL,721,0,
1365,2015-08-29,WN,651,PHX,HOU,165,0,
1366,2015-05-14,WN,1133,SMF,PHX,756,0,
1367,2015-07-08,WN,742,TPA,ATL,843,0,
1368,2015-01-07,WN,398,TUL,DAL,77,0,
1369,2015-05-27,US,582,LAX,PHX,393,0,
1370,2015-12-12,AA,1119,MCI,DFW,854,0,
1371,2015-01-26,AA,1240,DFW,SJC,799,0,
1372,2015-07-17,AA,1532,DEN,DFW,545,0,
1373,2015-05-15,AA,1539,RDU,ORD,383,1,Airline/Carrier
1374,2015-03-28,AA,1616,AUS,DFW,968,0,
1375,2015-03-28,AA,2332,DFW,ORD,964,0,
1376,2015-09-03,B6,885,JFK,RDU,258,0,
1377,2015-12-05,B6,954,SJU,FLL,231,0,
1378,2015-07-10,B6,1307,JFK,IAD,758,0,
1379,2015-03-22,DL,2245,RSW,MSP,864,0,
1380,2015-10-18,DL,240,SFO,ATL,775,0,
1381,2015-12-15,DL,1556,MCO,MSP,171,0,
1382,2015-12-25,DL,1625,BWI,ATL,547,0,
1383,2015-05-31,B6,163,JFK,SRQ,409,0,
1384,2015-06-30,F9,137,DEN,SEA,903,0,
1385,2015-01-29,F9,935,TTN,CVG,514,0,
1386,2015-04-12,MQ,2831,DFW,TUL,170,0,
1387,2015-01-26,MQ,2902,DFW,GRK,447,0,
1388,2015-10-20,MQ,3016,DFW,PNS,378,0,
1389,2015-05-18,MQ,2978,XNA,ORD,227,0,
1390,2015-05-23,MQ,3115,MEM,ORD,21,1,Security
1391,2015-12-08,MQ,3194,OKC,ORD,257,1,Security
1392,2015-02-05,OO,2616,MRY,LAX,895,0,
1393,2015-12-05,NK,404,FLL,ATL,202,1,Security
1394,2015-10-31,OO,6241,OKC,SFO,129,0,
1395,2015-11-20,UA,1199,SJU,IAH,371,1,Weather
1396,2015-12-14,UA,1238,SLC,IAH,732,0,
1397,2015-02-15,OO,6322,LAX,SAN,349,0,
1398,2015-05-27,UA,794,IAD,ORD,588,0,
1399,2015-08-10,AA,1556,MIA,PHL,51,0,
1400,2015-10-24,EV,3952,MCI,ORD,979,0,
1401,2015-06-18,OO,4978,BOI,IAH,102,0,
1402,2015-12-28,OO,5208,IAH,MIA,370,1,Security
1403,2015-04-26,UA,211,FLL,IAH,607,0,
1404,2015-03-21,UA,1219,AUS,DEN,974,0,
1405,2015-06-20,EV,4498,ORD,BTV,856,0,
1406,2015-10-03,OO,5622,ORD,DSM,41,0,
1407,2015-03-13,UA,1539,PHL,IAH,269,0,
1408,2015-03-21,UA,408,SFO,IAD,451,0,
1409,2015-08-27,US,1707,BNA,CLT,238,1,Airline/Carrier
1410,2015-03-28,US,1730,STL,CLT,504,0,
1411,2015-04-26,US,1752,AUS,PHL,841,0,
1412,2015-06-03,US,1853,ATL,PHX,596,0,
1413,2015-09-09,UA,546,SAN,IAD,603,1,Security
1414,2015-08-09,UA,561,LGA,DEN,226,0,
1415,2015-10-05,WN,371,CLT,BWI,833,0,
1416,2015-01-05,WN,414,DAL,ATL,782,0,
1417,2015-07-13,WN,841,DAL,FLL,440,0,
1418,2015-02-19,WN,348,DAL,LAS,306,1,Airline/Carrier
1419,2015-07-09,WN,766,DAL,PHX,899,0,
1420,2015-05-18,WN,1155,MDW,DEN,904,0,
1421,2015-05-12,WN,598,MSY,LAS,282,0,
1422,2015-05-09,WN,972,PIT,LAS,528,0,
1423,2015-11-02,WN,706,SLC,DEN,734,0,
1424,2015-09-05,WN,32,STL,MDW,95,0,
1425,2015-08-18,WN,716,PBI,ATL,918,0,
1426,2015-07-17,UA,1480,MIA,EWR,979,0,
1427,2015-10-02,US,584,CLE,PHX,546,0,
1428,2015-09-19,AA,376,DFW,IND,746,0,
1429,2015-11-11,AA,1146,DFW,SEA,721,0,
1430,2015-10-14,AA,1267,TPA,ORD,911,0,
1431,2015-06-11,AA,1278,DFW,DTW,369,0,
1432,2015-08-10,AA,2471,FLL,DFW,423,0,
1433,2015-04-30,AS,506,SEA,SNA,504,0,
1434,2015-11-19,B6,1033,MCO,SJU,801,0,
1435,2015-08-29,B6,1273,JFK,CHS,891,0,
1436,2015-07-28,DL,553,SAT,ATL,52,1,Security
1437,2015-04-11,DL,732,JAX,ATL,403,0,
1438,2015-11-15,DL,807,EWR,ATL,558,0,
1439,2015-01-09,DL,968,SEA,ATL,101,0,
1440,2015-01-13,DL,986,ATL,LGA,672,0,
1441,2015-03-29,DL,1237,SAV,ATL,538,0,
1442,2015-03-29,DL,1430,BNA,ATL,97,1,Weather
1443,2015-08-16,DL,1460,MIA,ATL,768,0,
1444,2015-02-04,DL,2648,TPA,JFK,443,0,
1445,2015-11-13,DL,1927,FLL,ATL,218,0,
1446,2015-03-06,DL,1950,SLC,DTW,714,0,
1447,2015-06-20,EV,4691,EWR,DAY,423,0,
1448,2015-10-16,EV,5565,OKC,DTW,455,0,
1449,2015-08-16,EV,5961,SCE,ORD,756,0,
1450,2015-05-23,EV,6019,ELM,ORD,628,0,
1451,2015-04-06,EV,6144,SYR,ORD,877,0,
1452,2015-10-15,F9,722,DEN,DCA,129,0,
1453,2015-12-19,MQ,2952,GRB,ORD,799,0,
1454,2015-06-06,MQ,3015,BTR,DFW,873,0,
1455,2015-06-15,OO,5161,DCA,ORD,49,0,
1456,2015-05-30,OO,5237,MKE,IAH,453,0,
1457,2015-02-27,OO,5489,ASE,IAH,564,0,
1458,2015-06-28,OO,6539,COS,ORD,399,0,
1459,2015-08-20,B6,644,PBI,EWR,993,0,
1460,2015-10-20,EV,4258,CLT,IAH,869,0,
1461,2015-10-27,OO,7389,RKS,SLC,165,0,
1462,2015-10-31,UA,1547,MCO,IAH,394,0,
1463,2015-10-12,B6,1236,SJU,STT,688,0,
1464,2015-04-13,OO,7428,PIH,SLC,273,0,
1465,2015-08-21,OO,5235,IAH,AUS,923,0,
1466,2015-06-20,VX,474,LAX,LAS,162,0,
1467,2015-08-23,WN,685,BUF,PHX,787,0,
1468,2015-03-29,WN,573,DAL,TUL,930,0,
1469,2015-05-19,WN,621,HOU,ATL,518,1,Security
1470,2015-12-23,WN,670,MKE,PHX,673,0,
1471,2015-02-05,WN,1036,STL,MCO,644,0,
1472,2015-02-05,UA,1171,PHL,DEN,212,0,
1473,2015-02-12,UA,1732,MIA,IAH,269,0,
1474,2015-06-15,UA,1736,CLE,TPA,893,0,
1475,2015-06-20,UA,1763,RSW,ORD,637,0,
1476,2015-01-14,AA,289,BOS,ORD,114,0,
1477,2015-07-01,AA,1126,SMF,DFW,127,0,
1478,2015-04-14,AA,1108,DFW,LGA,282,0,
1479,2015-04-15,AA,1476,ICT,DFW,188,0,
1480,2015-11-08,AA,1541,BOS,MIA,29,0,
1481,2015-05-23,AA,1688,DFW,DCA,277,1,Airline/Carrier
1482,2015-08-19,AS,30,PDX,BOS,752,0,
1483,2015-07-07,AS,482,SEA,LAX,364,1,Security
1484,2015-04-08,AS,520,SEA,BUR,178,0,
1485,2015-03-21,AS,743,SLC,SFO,320,0,
1486,2015-06-07,DL,1593,MEM,ATL,170,0,
1487,2015-07-01,EV,2514,DFW,OKC,174,0,
1488,2015-06-07,EV,4287,MOB,IAH,847,1,Airline/Carrier
1489,2015-06-03,EV,5925,RIC,ORD,885,0,
1490,2015-05-21,HA,45,SJC,OGG,873,0,
1491,2015-06-20,MQ,2803,CMH,ORD,891,0,
1492,2015-03-24,NK,135,MSP,MCO,351,0,
1493,2015-10-19,NK,718,DFW,LGA,248,0,
1494,2015-08-26,OO,4854,SUN,SLC,818,0,
1495,2015-10-11,OO,4460,LWS,SLC,513,0,
1496,2015-02-17,OO,4527,IDA,SLC,632,0,
1497,2015-10-28,OO,5614,LAS,LAX,557,0,
1498,2015-07-14,OO,6613,PSP,PHX,199,0,
1499,2015-12-29,UA,1592,EWR,MCO,219,0,
1500,2015-09-07,EV,4424,EWR,RDU,792,0,
1501,2015-06-15,UA,1440,ORD,FLL,299,0,
1502,2015-03-12,UA,1729,EWR,SEA,129,1,Airline/Carrier
1503,2015-07-21,WN,689,AUS,LAS,874,0,
1504,2015-10-12,WN,672,BNA,STL,25,0,
1505,2015-07-31,WN,701,BUR,LAS,74,0,
1506,2015-01-30,WN,667,BWI,MCO,587,0,
1507,2015-03-04,WN,448,BWI,TPA,612,0,
1508,2015-06-07,WN,388,FLL,HOU,756,0,
1509,2015-08-29,WN,3751,GSP,HOU,294,0,
1510,2015-09-15,WN,1989,LAS,MKE,638,0,
1511,2015-04-29,WN,386,MCI,LAS,746,1,Airline/Carrier
1512,2015-09-16,WN,304,PBI,BWI,849,1,Weather
1513,2015-09-11,UA,1105,DEN,EWR,341,1,Weather
1514,2015-05-16,UA,1250,DEN,MCO,197,0,
1515,2015-04-10,UA,1753,DEN,SFO,320,0,
1516,2015-07-28,AA,23,DFW,SFO,524,0,
1517,2015-11-21,AA,94,SAN,JFK,525,0,
1518,2015-01-21,AA,1090,DFW,SNA,326,0,
1519,2015-02-12,AA,1661,DFW,MCO,527,1,Security
1520,2015-08-21,AA,1642,DFW,EWR,713,0,
1521,2015-12-29,B6,841,JFK,SAV,648,0,
1522,2015-05-09,B6,1169,RIC,MCO,261,0,
1523,2015-08-03,DL,1169,MIA,LAX,548,0,
1524,2015-08-08,DL,2088,STL,SLC,949,0,
1525,2015-10-08,DL,326,SJU,JFK,122,0,
1526,2015-10-24,EV,4682,LIT,IAH,777,1,Weather
1527,2015-12-16,MQ,3047,TYS,ORD,129,0,
1528,2015-12-08,MQ,3375,DFW,XNA,261,0,
1529,2015-09-12,OO,2606,FAT,LAX,130,0,
1530,2015-06-15,EV,5787,TUL,IAH,618,0,
1531,2015-06-28,OO,5389,SBP,LAX,733,0,
1532,2015-05-09,OO,5595,ASE,DEN,778,0,
1533,2015-04-05,OO,5178,DEN,COS,556,0,
1534,2015-09-14,OO,6332,DEN,GJT,528,0,
1535,2015-08-15,UA,315,OKC,IAH,660,0,
1536,2015-07-17,UA,1216,EWR,SJU,805,0,
1537,2015-03-04,B6,433,DCA,PBI,624,1,Weather
1538,2015-06-30,EV,5700,CAE,ORD,885,0,
1539,2015-06-16,OO,7401,VEL,SLC,962,0,
1540,2015-09-09,OO,6375,DEN,BZN,470,0,
1541,2015-11-02,UA,419,EWR,TPA,500,0,
1542,2015-05-23,UA,756,DEN,IAH,458,0,
1543,2015-01-11,UA,910,DEN,ORD,403,1,Airline/Carrier
1544,2015-08-21,UA,1104,DEN,IAH,657,1,Airline/Carrier
1545,2015-04-26,EV,4389,CLT,ORD,623,0,
1546,2015-04-04,OO,5506,SLC,ORD,730,0,
1547,2015-12-24,US,2093,LGA,CLT,152,1,Airline/Carrier
1548,2015-10-22,UA,1417,EWR,CLE,674,0,
1549,2015-01-06,AA,361,EWR,MIA,445,0,
1550,2015-10-11,DL,2280,LGA,TPA,665,0,
1551,2015-04-11,DL,1647,LGA,ATL,357,0,
1552,2015-02-09,OO,6209,DEN,SNA,197,0,
1553,2015-10-13,OO,5313,DEN,PUB,993,0,
1554,2015-04-23,OO,4836,LAS,SLC,779,0,
1555,2015-02-05,UA,322,SNA,SFO,430,0,
1556,2015-02-28,UA,332,BWI,IAH,712,0,
1557,2015-12-05,UA,401,EWR,DEN,903,0,
1558,2015-04-05,US,727,PIT,LAX,550,1,Weather
1559,2015-06-14,US,858,ALB,CLT,490,0,
1560,2015-10-10,US,1735,PVD,CLT,508,0,
1561,2015-03-31,US,1773,PBI,PHL,292,0,
1562,2015-01-29,UA,500,IND,SFO,787,0,
1563,2015-01-09,UA,662,SAN,SFO,464,0,
1564,2015-11-26,UA,834,LAS,SFO,889,1,Security
1565,2015-09-10,VX,1493,LAS,LAX,177,1,Security
1566,2015-08-31,VX,174,SFO,EWR,233,0,
1567,2015-08-27,VX,1930,SFO,LAX,684,0,
1568,2015-03-21,VX,1,SFO,DCA,690,1,Security
1569,2015-04-29,VX,219,AUS,SFO,9,0,
1570,2015-07-29,VX,501,JFK,FLL,684,1,Airline/Carrier
1571,2015-12-07,WN,2868,DAL,DCA,454,0,
1572,2015-10-19,WN,442,DTW,LAS,55,1,Airline/Carrier
1573,2015-11-01,WN,446,LAS,BOI,905,0,
1574,2015-09-23,WN,4657,LAS,MDW,941,0,
1575,2015-08-29,WN,1768,LAS,PHX,706,1,Airline/Carrier
1576,2015-08-10,WN,688,MEM,MDW,14,0,
1577,2015-06-12,WN,1874,MSY,DCA,603,0,
1578,2015-10-17,WN,788,ABQ,PHX,263,0,
1579,2015-03-26,WN,4300,PVD,BWI,527,0,
1580,2015-06-30,WN,1847,PVD,MCO,37,1,Security
1581,2015-06-10,WN,119,RSW,ATL,409,1,Security
1582,2015-04-16,WN,336,SAN,SEA,828,0,
1583,2015-07-30,WN,3133,HOU,HRL,794,1,Security
1584,2015-07-02,UA,1107,MCO,EWR,255,1,Airline/Carrier
1585,2015-02-22,UA,1130,LAX,ORD,460,1,Weather
1586,2015-07-23,UA,1218,SEA,DEN,183,0,
1587,2015-08-20,UA,1523,BOS,SFO,586,0,
1588,2015-11-08,UA,1610,ORD,MCO,699,0,
1589,2015-01-02,UA,1620,ORD,LGA,874,0,
1590,2015-12-11,UA,1630,CLE,ORD,544,0,
1591,2015-08-15,US,514,IAH,MIA,225,0,
1592,2015-02-06,US,522,MCO,DCA,47,1,Security
1593,2015-11-30,US,540,PHX,DFW,568,0,
1594,2015-10-06,AA,15,JFK,SFO,139,1,Security
1595,2015-12-09,AA,190,JFK,ORD,992,0,
1596,2015-07-08,AA,206,DFW,MIA,67,0,
1597,2015-09-04,AA,306,LAX,MIA,864,0,
1598,2015-01-15,AA,1141,STL,DFW,350,0,
1599,2015-08-02,AA,1275,JFK,STT,682,1,Weather
1600,2015-10-06,AA,1316,SNA,DFW,384,0,
1601,2015-11-14,AA,1326,TUL,ORD,952,1,Airline/Carrier
1602,2015-01-31,AA,1422,DFW,HDN,165,0,
1603,2015-03-13,AA,1081,IAD,LAX,875,0,
1604,2015-05-22,AA,1677,DFW,MEM,137,0,
1605,2015-10-09,AA,2255,DFW,RIC,21,0,
1606,2015-08-27,AA,2287,JAC,DFW,544,0,
1607,2015-09-07,AA,2381,LAX,MCO,909,0,
1608,2015-06-15,AA,2470,DFW,BOS,981,0,
1609,2015-04-16,AA,2428,LAX,DFW,111,0,
1610,2015-12-03,AA,2413,DFW,LAX,428,0,
1611,2015-05-10,AS,1,DCA,SEA,575,0,
1612,2015-07-01,AS,8,SEA,EWR,471,0,
1613,2015-09-20,AS,23,ORD,SEA,527,0,
1614,2015-10-16,AS,62,ANC,JNU,469,0,
1615,2015-03-21,AS,83,SEA,ANC,426,1,Airline/Carrier
1616,2015-11-19,AS,337,SJC,SEA,871,0,
1617,2015-01-27,AS,493,SAN,SEA,215,0,
1618,2015-08-20,AS,527,SNA,SEA,878,1,Airline/Carrier
1619,2015-04-11,AS,626,PDX,LAS,189,0,
1620,2015-07-20,AS,637,PHX,SEA,445,1,Airline/Carrier
1621,2015-05-05,AS,665,DFW,SEA,841,0,
1622,2015-01-20,AS,679,DEN,SEA,682,0,
1623,2015-09-24,AS,690,SEA,GEG,686,0,
1624,2015-04-27,B6,113,HPN,FLL,217,0,
1625,2015-12-28,B6,287,BOS,LAX,99,0,
1626,2015-10-17,B6,434,SFO,BOS,716,1,Security
1627,2015-08-02,B6,617,BOS,JFK,752,0,
1628,2015-07-17,B6,677,JFK,JAX,29,1,Security
1629,2015-11-24,B6,1015,JAX,FLL,754,1,Airline/Carrier
1630,2015-02-16,B6,1347,DCA,SJU,871,0,
1631,2015-05-10,B6,1783,JFK,MCO,592,1,Airline/Carrier
1632,2015-04-15,B6,1888,MCO,ORH,511,0,
1633,2015-01-28,DL,428,JFK,TPA,523,0,
1634,2015-12-02,DL,786,DFW,MSP,84,0,
1635,2015-11-09,DL,819,BOS,MSP,599,0,
1636,2015-10-30,DL,873,STT,ATL,832,0,
1637,2015-01-20,DL,878,OMA,DTW,241,0,
1638,2015-11-11,DL,994,FLL,LGA,487,0,
1639,2015-10-17,DL,1139,DCA,ATL,566,0,
1640,2015-01-19,DL,1382,SJU,ATL,712,0,
1641,2015-03-05,DL,1465,TPA,MSP,636,0,
1642,2015-01-10,DL,1969,ABQ,ATL,223,1,Airline/Carrier
1643,2015-06-22,DL,1972,AUS,JFK,306,0,
1644,2015-11-23,DL,2030,MDW,ATL,778,0,
1645,2015-09-06,DL,2226,ATL,FLL,763,0,
1646,2015-04-13,DL,2325,LGA,FLL,165,0,
1647,2015-04-21,DL,2339,PBI,LGA,295,0,
1648,2015-03-23,DL,2395,LGA,PBI,563,0,
1649,2015-02-25,DL,2494,JFK,MSP,953,0,
1650,2015-03-27,DL,2594,LGA,DEN,799,0,
1651,2015-06-03,DL,2611,DTW,PBI,388,1,Airline/Carrier
1652,2015-09-12,DL,2655,JFK,RSW,125,0,
1653,2015-09-07,DL,1616,DEN,ATL,474,0,
1654,2015-02-11,DL,1758,BZN,ATL,224,0,
1655,2015-02-10,DL,1904,FLL,DTW,212,0,
1656,2015-03-06,DL,1930,PHX,MSP,103,0,
1657,2015-09-01,B6,1511,EWR,RSW,599,0,
1658,2015-02-10,B6,1586,MCO,BUF,50,0,
1659,2015-04-05,EV,5086,SAV,LGA,881,1,Airline/Carrier
1660,2015-08-23,EV,6070,XNA,DEN,281,0,
1661,2015-05-14,EV,6120,EWR,SYR,439,0,
1662,2015-11-21,EV,6016,BNA,DEN,608,1,Security
1663,2015-04-10,EV,6073,SAF,DEN,967,1,Security
1664,2015-08-12,F9,657,DEN,SFO,616,0,
1665,2015-06-20,HA,10,HNL,LAX,709,0,
1666,2015-06-25,HA,35,PHX,HNL,756,0,
1667,2015-09-21,HA,337,KOA,HNL,551,1,Airline/Carrier
1668,2015-07-15,HA,116,HNL,OGG,530,0,
1669,2015-10-04,MQ,2780,DFW,MKE,327,1,Airline/Carrier
1670,2015-12-28,MQ,2797,LEX,ORD,771,0,
1671,2015-12-03,MQ,2912,STL,LGA,522,0,
1672,2015-01-11,MQ,2891,PIA,ORD,261,0,
1673,2015-06-23,MQ,3065,DFW,GSO,477,0,
1674,2015-08-09,MQ,3154,DFW,VPS,453,0,
1675,2015-07-14,MQ,3320,DFW,LAW,506,0,
1676,2015-01-17,MQ,3389,XNA,DFW,699,1,Security
1677,2015-09-30,EV,4316,SAV,IAH,375,1,Airline/Carrier
1678,2015-02-05,NK,218,FLL,ACY,884,0,
1679,2015-10-30,NK,858,SAN,IAH,8,0,
1680,2015-12-20,OO,5298,MKE,ORD,779,0,
1681,2015-11-04,OO,6283,PSP,SFO,126,0,
1682,2015-12-05,OO,6240,MCI,SFO,658,0,
1683,2015-11-13,OO,3497,COS,SEA,900,0,
1684,2015-03-13,OO,3499,SLC,PDX,33,0,
1685,2015-02-26,OO,2583,LAX,SAN,551,0,
1686,2015-05-23,OO,5556,ORD,DCA,403,0,
1687,2015-04-20,OO,6464,COS,SFO,631,1,Airline/Carrier
1688,2015-07-09,OO,6580,YUM,PHX,413,0,
1689,2015-07-05,OO,6615,FLG,PHX,794,0,
1690,2015-03-10,OO,6487,SBA,SFO,880,0,
1691,2015-11-03,OO,6521,DEN,SAN,66,1,Weather
1692,2015-01-14,UA,559,DCA,IAH,640,0,
1693,2015-10-30,NK,562,LAS,DEN,114,0,
1694,2015-04-12,UA,1235,IAD,SFO,442,1,Weather
1695,2015-12-15,UA,1492,MCO,ORD,797,0,
1696,2015-08-02,UA,1596,SFO,DEN,749,0,
1697,2015-06-17,B6,219,JFK,CLT,186,0,
1698,2015-04-19,OO,6394,FCA,DEN,467,0,
1699,2015-05-24,EV,6058,MCI,IAD,433,0,
1700,2015-03-24,UA,456,DEN,LAX,369,0,
1701,2015-12-20,B6,1226,BWI,BOS,788,0,
1702,2015-08-15,DL,1689,MIA,DTW,332,0,
1703,2015-09-22,OO,5241,DEN,SAT,13,1,Weather
1704,2015-12-26,OO,6431,LAX,SAT,179,1,Security
1705,2015-01-04,US,879,BDL,CLT,292,0,
1706,2015-08-16,US,1803,DEN,PHX,402,0,
1707,2015-01-06,US,2077,EWR,CLT,573,0,
1708,2015-06-25,WN,696,ATL,HOU,525,0,
1709,2015-09-24,WN,801,BOS,BWI,96,0,
1710,2015-06-02,WN,1824,BWI,BOS,225,0,
1711,2015-03-22,WN,495,DAL,STL,580,0,
1712,2015-02-15,WN,678,GRR,DEN,944,0,
1713,2015-10-13,WN,662,MCI,DAL,498,0,
1714,2015-03-17,WN,393,MSY,DEN,95,0,
1715,2015-12-23,WN,1629,PHX,MDW,488,1,Security
1716,2015-10-26,WN,356,ROC,MDW,456,1,Airline/Carrier
1717,2015-08-30,WN,500,STL,BWI,659,1,Weather
1718,2015-08-28,WN,372,TPA,HOU,885,1,Security
1719,2015-12-08,UA,1073,IAD,DEN,54,1,Security
1720,2015-04-25,UA,1156,DEN,RSW,411,0,
1721,2015-04-22,UA,1173,SFO,HNL,12,0,
1722,2015-06-17,UA,1454,ORD,LAS,16,0,
1723,2015-09-14,UA,1646,MSY,IAH,282,0,
1724,2015-03-05,UA,1686,IAD,TPA,979,0,
1725,2015-08-11,US,534,IAH,PHX,514,0,
1726,2015-03-28,US,625,OMA,PHX,754,1,Weather
1727,2015-10-03,AA,31,LAX,HNL,158,0,
1728,2015-03-07,AA,110,SNA,ORD,481,0,
1729,2015-11-21,AA,1274,SAT,DFW,315,0,
1730,2015-05-19,AA,1577,TUL,DFW,973,0,
1731,2015-01-13,AA,1680,LAS,DFW,797,1,Security
1732,2015-05-11,AA,2286,DFW,SAT,385,0,
1733,2015-04-18,AS,16,SEA,MCO,715,0,
1734,2015-05-08,DL,1105,ATL,SLC,73,0,
1735,2015-04-06,DL,1308,AUS,ATL,633,0,
1736,2015-02-21,AA,1460,DFW,PHX,891,1,Weather
1737,2015-09-08,DL,2027,LGA,MCO,576,0,
1738,2015-05-09,F9,769,DEN,LAS,225,0,
1739,2015-06-05,F9,403,DEN,LAX,651,1,Airline/Carrier
1740,2015-09-25,MQ,3200,DFW,LBB,701,0,
1741,2015-01-18,OO,2587,LAX,TUS,577,0,
1742,2015-06-15,OO,4670,BNA,MSP,40,0,
1743,2015-09-30,OO,5259,DEN,STL,970,0,
1744,2015-11-14,OO,4476,SEA,PSP,839,0,
1745,2015-06-25,OO,4597,LAX,JAC,60,0,
1746,2015-01-18,OO,5469,AVL,ORD,44,0,
1747,2015-01-01,OO,5533,DEN,BIL,485,0,
1748,2015-03-06,OO,5253,DEN,TUS,380,0,
1749,2015-10-08,OO,6404,SFO,EUG,660,0,
1750,2015-04-26,OO,6407,ORD,ASE,69,1,Security
1751,2015-08-03,OO,6527,EUG,SFO,463,0,
1752,2015-06-01,B6,606,LGB,SEA,428,1,Airline/Carrier
1753,2015-10-06,OO,4983,DTW,DEN,772,0,
1754,2015-11-23,OO,6379,ORD,SAT,823,0,
1755,2015-11-20,OO,6343,SFO,SNA,580,0,
1756,2015-04-23,OO,5181,LAX,ASE,344,1,Airline/Carrier
1757,2015-11-09,UA,1509,IAD,IAH,868,0,
1758,2015-06-20,UA,1611,LAX,IAH,108,0,
1759,2015-07-28,EV,6171,HDN,DEN,54,0,
1760,2015-02-06,HA,342,HNL,ITO,99,1,Security
1761,2015-07-23,OO,5366,JMS,DEN,833,1,Security
1762,2015-02-12,OO,6389,ORD,TVC,74,0,
1763,2015-08-28,UA,786,SMF,IAD,917,0,
1764,2015-08-23,DL,2350,DTW,JFK,588,0,
1765,2015-12-01,OO,6360,DEN,MTJ,203,0,
1766,2015-01-31,OO,6452,FAT,LAX,358,0,
1767,2015-10-08,UA,229,IAD,SAN,459,0,
1768,2015-02-20,UA,326,IAD,SEA,558,0,
1769,2015-10-29,UA,345,SNA,IAH,140,0,
1770,2015-05-01,US,682,LAX,RDU,780,1,Airline/Carrier
